daymd;day;mtemp;mRH;mCO2;compartment;dd_start;dd_emergence;dd_harvest1;datetime;%DateTime [OLE Automation date];comp1.Air.T [oC];comp1.Air.RH [%];comp1.Air.ppm [ppm];comp1.TCan0.Value [oC];comp1.TCan1.Value [oC];comp1.TCan2.Value [oC];comp1.TCan3.Value [oC];common.Azimuth.Value [deg];common.Elevation.Value [deg];common.Iglob.Value [W/m2];common.Meteo.PAR [umol/s];comp1.PARsensor.Above [umol/s];comp1.Lmp1.PARup [umol/s];comp1.Crop.LAI [-];comp1.Scr1.Pos [0-1];comp1.ConLmp1.PowerFac [-];comp1.Setpoints.SpHeat [oC];comp1.Setpoints.SpVent [oC];comp1.Setpoints.SpHum [%/dX];comp1.Setpoints.SpCO2 [ppm];comp1.PARsensor.Transm [%];Data.Tair.Value [?];Data.RHair.Value [?];Data.CO2air.Value [?];comp1.Can0.PARup [umol/s];comp1.Can1.PARup [umol/s];comp1.Can2.PARup [umol/s];comp1.Can3.PARup [umol/s]
6-11-2021;310;21.034375;77.03125;588.7083333;1;982.9358486;863.8336806;441.6503472;2021-11-06;44506.4791666667;21.0791666666667;64.475;590.916666666667;20.4583333333333;20.4625;20.4541666666667;20.4416666666667;180.595833333333;-14.1375;31.2083333333333;60.0662508583333;239.882352941176;41.8333333333333;0.17;0.584416666666667;0.649333333333333;20.6708333333333;21.6708333333333;70;528.208333333333;37.1;21.0208333333333;76.9791666666667;590.958333333333;169.916666666667;163.666666666667;153.125;147.875
7-11-2021;311;20.884375;74.17361111;602.2916667;1;999.8202236;880.7180556;458.5347222;2021-11-07;44507.4791666667;21.0916666666667;64.6875;600.916666666667;20.625;20.6208333333333;20.6125;20.6166666666667;180.554166666667;-14.39125;63.2083333333333;122.102583333333;232;63.2083333333333;0.17;0.587333333333333;0.520875;20.6666666666667;21.6666666666667;70;541.583333333333;29.675;20.9291666666667;74.3958333333333;600.916666666667;164.333333333333;158.375;148.083333333333;142.916666666667
8-11-2021;312;21.05625;74.41319444;609.5173611;1;1016.876474;897.7743056;475.5909722;2021-11-08;44508.4791666667;21.0708333333333;63.1375;609.041666666667;20.4208333333333;20.4208333333333;20.425;20.4291666666667;180.529166666667;-14.64875;39.7083333333333;76.7825416666667;224.058823529412;48.375;0.17;0.588208333333333;0.562458333333333;20.6708333333333;21.6708333333333;70;540;32.575;21.0625;74.55;609.041666666667;158.708333333333;152.916666666667;143.166666666667;138.125
9-11-2021;313;21.05902778;76.45486111;603.7395833;1;1033.935501;914.8333333;492.65;2021-11-09;44509.4791666667;20.8708333333333;60.8708333333333;603.708333333333;20.1541666666667;20.1583333333333;20.1625;20.1583333333333;180.529166666667;-14.8991666666667;61.3333333333333;118.55625;228.235294117647;60.4166666666667;0.17;0.589208333333333;0.520833333333333;20.6666666666667;21.6666666666667;70;541.75;28.65;21.0333333333333;76.1041666666667;603.708333333333;161.666666666667;155.958333333333;145.666666666667;140.666666666667
10-11-2021;314;21.14548611;78.73958333;606.9756944;1;1051.080987;931.9788194;509.7954861;2021-11-10;44510.4791666667;21.0333333333333;63.6958333333333;606.625;20.4125;20.4166666666667;20.4166666666667;20.3958333333333;180.570833333333;-15.1479166666667;36.4583333333333;70.498875;252.647058823529;47.7916666666667;0.17;0.594291666666667;0.666666666666667;20.6708333333333;21.6708333333333;70;537.958333333333;38.0333333333333;21.1458333333333;78.6458333333333;606.708333333333;178.958333333333;172.541666666667;161.541666666667;155.791666666667
11-11-2021;315;21.2;80.9375;625.1736111;1;1068.280987;949.1788194;526.9954861;2021-11-11;44511.4791666667;21.2666666666667;66.3708333333333;623;20.7708333333333;20.7666666666667;20.7583333333333;20.7583333333333;180.654166666667;-15.3875;23.5416666666667;45.6444166666667;239.882352941176;38.2916666666667;0.17;0.595166666666667;0.666666666666667;20.6625;21.6625;70;539.666666666667;37.6625;21.2041666666667;80.9;623;169.916666666667;163.875;153.291666666667;148
12-11-2021;316;20.82222222;75.96527778;621.125;1;1085.10321;966.0010417;543.8177083;2021-11-12;44512.4791666667;20.8291666666667;61.5958333333333;623.375;20.0166666666667;20.0208333333333;20.025;20.0333333333333;180.595833333333;-15.6104166666667;56.7083333333333;109.4955;227.705882352941;57.9166666666667;0.17;0.596166666666667;0.53125;20.6708333333333;21.6708333333333;70;546.625;29.1416666666667;20.825;76.1041666666667;623.375;161.291666666667;155.5;145.333333333333;140.25
13-11-2021;317;21.12986111;80.10763889;613.1006944;1;1102.233071;983.1309028;560.9475694;2021-11-13;44513.4791666667;21.15;66.475;614.5;20.7125;20.7083333333333;20.7041666666667;20.7083333333333;180.5;-15.8604166666667;24.0416666666667;46.5793758583333;240.117647058824;38.5;0.17;0.599791666666667;0.666666666666667;20.6666666666667;21.6666666666667;70;531.708333333333;37.2875;21.1375;80.05;614.541666666667;170.083333333333;164.041666666667;153.5;148.25
14-11-2021;318;21.10555556;80.59375;612.6666667;1;1119.338626;1000.236458;578.053125;2021-11-14;44514.4791666667;21.2041666666667;66.4875;612.75;20.6708333333333;20.6583333333333;20.6583333333333;20.6583333333333;180.583333333333;-16.0770833333333;21.9583333333333;42.421875;238.470588235294;37.125;0.17;0.602125;0.666666666666667;20.6708333333333;21.6708333333333;70;530.208333333333;37.2958333333333;21.1083333333333;80.5208333333333;612.75;168.916666666667;162.833333333333;152.5;147.166666666667
15-11-2021;319;20.77708333;77.90625;616.5729167;1;1136.11571;1017.013542;594.8302083;2021-11-15;44515.4791666667;20.8916666666667;64.8958333333333;615.708333333333;20.0875;20.0833333333333;20.0833333333333;20.0791666666667;180.579166666667;-16.3054166666667;6.70833333333333;13.0933333333333;220.470588235294;23.7083333333333;0.17;0.602416666666667;0.666666666666667;20.6666666666667;21.6666666666667;70;508.333333333333;35.0666666666667;20.8;78.0041666666667;615.708333333333;156.166666666667;150.666666666667;140.875;136.041666666667
16-11-2021;320;20.690625;75.78472222;628.0416667;1;1152.806335;1033.704167;611.5208333;2021-11-16;44516.4791666667;20.9041666666667;64.5916666666667;626.541666666667;20.0625;20.0625;20.05;20.05;180.604166666667;-16.5129166666667;6.20833333333333;11.95625;220.294117647059;24.2083333333333;0.17;0.604625;0.663208333333333;20.6666666666667;21.6666666666667;70;502.416666666667;34.7208333333333;20.6916666666667;75.8416666666667;626.541666666667;156.041666666667;150.375;140.75;135.833333333333
17-11-2021;321;20.89965278;75.39583333;625.5;1;1169.705987;1050.603819;628.4204861;2021-11-17;44517.4791666667;20.9708333333333;62.5416666666667;626.458333333333;20.2708333333333;20.2791666666667;20.2708333333333;20.2625;180.533333333333;-16.7341666666667;28.5833333333333;55.1050006458333;235.352941176471;39.9583333333333;0.17;0.607458333333333;0.642375;20.6708333333333;21.6708333333333;70;531.708333333333;34.2416666666667;20.9125;75.5916666666667;626.458333333333;166.708333333333;160.708333333333;150.333333333333;145.166666666667
18-11-2021;322;21.046875;75.81597222;645.7256944;1;1186.752862;1067.650694;645.4673611;2021-11-18;44518.4791666667;20.9291666666667;62.5291666666667;644.75;20.2;20.1958333333333;20.1916666666667;20.1916666666667;180.558333333333;-16.93;53.8333333333333;104.070833979167;219.764705882353;54.9583333333333;0.17;0.609333333333333;0.517333333333333;20.6666666666667;21.6666666666667;70;531;26.3041666666667;21;75.55;644.75;155.666666666667;150.25;140.25;135.458333333333
19-11-2021;323;21.25243056;79.19444444;623.4444444;1;1204.005293;1084.903125;662.7197917;2021-11-19;44519.4791666667;21.2416666666667;67.4291666666667;625.541666666667;20.9041666666667;20.9041666666667;20.8916666666667;20.8833333333333;180.504166666667;-17.1425;24.4583333333333;47.3033341916667;233.882352941176;38.2083333333333;0.17;0.611541666666667;0.645791666666667;20.6625;21.6625;70;528.125;34.3208333333333;21.25;79.2333333333333;625.541666666667;165.666666666667;159.833333333333;149.5;144.291666666667
20-11-2021;324;20.94340278;80.64583333;632.1875;1;1220.948696;1101.846528;679.6631944;2021-11-20;44520.4791666667;21.2125;67.8083333333333;632.458333333333;20.6875;20.675;20.6791666666667;20.6833333333333;180.5375;-17.33125;9.33333333333333;17.9883333333333;224.823529411765;26.9166666666667;0.17;0.613708333333333;0.666666666666667;20.6625;21.6625;70;516.625;35.4166666666667;20.9583333333333;80.7083333333333;632.458333333333;159.25;153.625;143.75;138.75
21-11-2021;325;20.82638889;75.42013889;632.8541667;1;1237.775085;1118.672917;696.4895833;2021-11-21;44521.4791666667;21.0541666666667;63.2916666666667;632.458333333333;20.5;20.4958333333333;20.4916666666667;20.4916666666667;180.520833333333;-17.5195833333333;37.4583333333333;72.3958339791667;237.941176470588;47.0416666666667;0.17;0.616875;0.618083333333333;20.6708333333333;21.6708333333333;70;531.333333333333;32.5;20.8583333333333;75.8125;632.458333333333;168.541666666667;162.5;152;146.708333333333
22-11-2021;326;20.60138889;70.76388889;661.4479167;1;1254.376474;1135.274306;713.0909722;2021-11-22;44522.4791666667;20.7375;53.8583333333333;657.958333333333;19.6583333333333;19.675;19.675;19.6875;180.608333333333;-17.7145833333333;66.1666666666667;127.862500645833;219.235294117647;61.7916666666667;0.17;0.61625;0.482625;20.6666666666667;21.6666666666667;70;537.958333333333;23.4208333333333;20.6;70.8125;657.958333333333;155.291666666667;149.791666666667;139.833333333333;135
23-11-2021;327;20.94375;73.67013889;625.34375;1;1271.320224;1152.218056;730.0347222;2021-11-23;44523.4791666667;21.0833333333333;61.8625;628.458333333333;20.45;20.4458333333333;20.4416666666667;20.4458333333333;180.720833333333;-17.8883333333333;32.7916666666667;63.4317083333333;247.647058823529;44.0833333333333;0.17;0.61775;0.666666666666667;20.6666666666667;21.6666666666667;70;526.458333333333;36.0833333333333;20.9375;73.6666666666667;628.458333333333;175.416666666667;169.125;158.291666666667;152.791666666667
24-11-2021;328;20.81944444;71.04166667;616.2118056;1;1288.139668;1169.0375;746.8541667;2021-11-24;44524.4791666667;21;64.0458333333333;615;20.2208333333333;20.2291666666667;20.2291666666667;20.2291666666667;180.670833333333;-18.0558333333333;15.9166666666667;30.81125;231;32.375;0.17;0.619208333333333;0.663208333333333;20.6708333333333;21.6708333333333;70;527.875;35.3875;20.8291666666667;70.8166666666667;615.041666666667;163.625;157.875;147.75;142.541666666667
25-11-2021;329;20.64965278;70.75;660.7743056;1;1304.789321;1185.687153;763.5038194;2021-11-25;44525.4791666667;20.9041666666667;60.9625;658.375;20.1625;20.1583333333333;20.1666666666667;20.1708333333333;180.604166666667;-18.2258333333333;24.6666666666667;47.6666673125;238.588235294118;37.2916666666667;0.17;0.622666666666667;0.666666666666667;20.6666666666667;21.6666666666667;70;533.791666666667;35.325;20.6541666666667;70.9875;658.375;169;163;152.416666666667;147.041666666667
26-11-2021;330;20.34201389;68.70833333;628.3854167;1;1321.131335;1202.029167;779.8458333;2021-11-26;44526.4791666667;20.7666666666667;57.4333333333333;631.583333333333;19.7083333333333;19.7125;19.7041666666667;19.7125;180.583333333333;-18.3816666666667;19.7083333333333;38.2110833333333;231.941176470588;34.5833333333333;0.17;0.624791666666667;0.65625;20.6666666666667;21.6666666666667;70;513.583333333333;32.2166666666667;20.3375;68.6333333333333;631.583333333333;164.291666666667;158.5;148.333333333333;143.25
27-11-2021;331;20.33888889;70.13541667;652.7916667;1;1337.470224;1218.368056;796.1847222;2021-11-27;44527.4791666667;20.8916666666667;63.9041666666667;651;20.1166666666667;20.1041666666667;20.0875;20.0958333333333;180.6125;-18.5541666666667;20.7083333333333;40.0809173125;236.588235294118;35.7916666666667;0.17;0.624708333333333;0.666666666666667;20.6708333333333;21.6708333333333;70;510.416666666667;33.2166666666667;20.3291666666667;70.1708333333333;651.041666666667;167.583333333333;161.666666666667;151.291666666667;146.041666666667
28-11-2021;332;20.53229167;69.76388889;628.4791667;1;1354.002515;1234.900347;812.7170139;2021-11-28;44528.4791666667;20.8833333333333;60.7666666666667;630.666666666667;20.0583333333333;20.05;20.0541666666667;20.0416666666667;180.629166666667;-18.695;23.375;45.24;238.352941176471;37.1666666666667;0.17;0.626458333333333;0.666666666666667;20.6666666666667;21.6666666666667;70;523.041666666667;34.7083333333333;20.5416666666667;69.825;630.708333333333;168.833333333333;162.875;152.375;147.125
29-11-2021;333;20.54513889;69.39583333;620.0520833;1;1370.547654;1251.445486;829.2621528;2021-11-29;44529.4791666667;20.85;55.8458333333333;620.375;19.8166666666667;19.8166666666667;19.8208333333333;19.825;180.6375;-18.8433333333333;45.875;88.73875;231.941176470588;50.0416666666667;0.17;0.626708333333333;0.583333333333333;20.6666666666667;21.6666666666667;70;527.583333333333;28.9083333333333;20.55;69.3041666666667;620.5;164.291666666667;158.458333333333;148.166666666667;142.875
30-11-2021;334;20.75520833;72.91666667;637.1701389;1;1387.302862;1268.200694;846.0173611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1-12-2021;335;20.62152778;72.85416667;635.2256944;1;1403.92439;1284.822222;862.6388889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2-12-2021;336;20.46909722;70.76041667;637.8402778;1;1420.393487;1301.291319;879.1079861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3-12-2021;337;20.39965278;70.07638889;617.6840278;1;1436.79314;1317.690972;895.5076389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4-12-2021;338;20.63958333;69.52777778;626.1006944;1;1453.432724;1334.330556;912.1472222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5-12-2021;339;20.76180556;70.53472222;613.4548611;1;1470.194529;1351.092361;928.9090278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6-12-2021;340;20.56423611;69.41319444;603.6111111;1;1486.758765;1367.656597;945.4732639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7-12-2021;341;20.55833333;68.34027778;633.4236111;1;1503.317099;1384.214931;962.0315972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8-12-2021;342;20.51666667;69.18402778;608.1076389;1;1519.833765;1400.731597;978.5482639;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9-12-2021;343;20.603125;67.64236111;628.4513889;1;1536.43689;1417.334722;995.1513889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10-12-2021;344;20.46319444;69.47916667;626.3506944;1;1552.900085;1433.797917;1011.614583;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11-12-2021;345;20.64618056;69.69791667;619.0902778;1;1569.546265;1450.444097;1028.260764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12-12-2021;346;20.87256944;72.43402778;616.6701389;1;1586.418835;1467.316667;1045.133333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13-12-2021;347;20.96736111;74.46875;607.2430556;1;1603.386196;1484.284028;1062.100694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14-12-2021;348;20.95208333;70.45138889;631.0555556;1;1620.338279;1501.236111;1079.052778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15-12-2021;349;21.053125;73.21527778;626.1388889;1;1637.391404;1518.289236;1096.105903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16-12-2021;350;21.13923611;73.80555556;619.2013889;1;1654.53064;1535.428472;1113.245139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17-12-2021;351;21.05277778;74.28125;627.9618056;1;1671.583418;1552.48125;1130.297917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18-12-2021;352;20.87013889;69.19444444;626.5243056;1;1688.453557;1569.351389;1147.168056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19-12-2021;353;20.83020833;71.80208333;620.4479167;1;1705.283765;1586.181597;1163.998264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20-12-2021;354;20.66666667;70.05555556;646.0868056;1;1721.950432;1602.848264;1180.664931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
